01.01.2013 22:22:16,20
02.01.2013 21:08:02,7
03.01.2013 17:04:05,5
03.01.2013 17:42:11,9
04.01.2013 10:08:38,7
04.01.2013 20:44:38,3
05.01.2013 12:29:21,13
06.01.2013 04:56:01,6
07.01.2013 01:42:14,11
07.01.2013 20:55:09,3
08.01.2013 11:26:46,12
08.01.2013 19:44:25,16
09.01.2013 01:52:23,10
09.01.2013 04:54:58,14
09.01.2013 23:34:46,17
10.01.2013 03:01:31,1
10.01.2013 19:25:05,12
11.01.2013 16:04:29,19
11.01.2013 19:36:51,8
11.01.2013 19:59:37,8
12.01.2013 17:07:06,18
13.01.2013 07:37:44,13
13.01.2013 14:45:29,7
14.01.2013 02:47:05,9
14.01.2013 16:29:00,16
15.01.2013 04:54:42,2
15.01.2013 17:44:17,18
15.01.2013 18:25:48,4
15.01.2013 20:21:44,11
16.01.2013 01:45:03,2
17.01.2013 01:40:21,7
17.01.2013 22:03:50,1
18.01.2013 09:27:19,2
18.01.2013 22:18:29,7
19.01.2013 08:06:03,2
19.01.2013 22:06:59,16
19.01.2013 23:54:44,11
20.01.2013 16:34:15,4
21.01.2013 08:23:19,15
21.01.2013 18:49:55,5
22.01.2013 02:18:40,9
22.01.2013 19:22:42,9
23.01.2013 11:07:30,11
23.01.2013 18:37:54,1
24.01.2013 17:23:35,7
25.01.2013 02:27:47,4
25.01.2013 06:00:07,16
25.01.2013 15:37:10,16
26.01.2013 05:06:52,8
26.01.2013 21:57:02,10
27.01.2013 17:36:54,18
28.01.2013 13:26:52,6
28.01.2013 13:47:09,7
28.01.2013 15:23:26,4
28.01.2013 16:20:12,3
28.01.2013 18:31:39,12
29.01.2013 17:22:31,10
30.01.2013 11:41:35,13
30.01.2013 12:16:29,19
30.01.2013 23:33:58,8
31.01.2013 07:09:38,1
31.01.2013 13:50:34,2
01.02.2013 00:31:38,20
02.02.2013 00:25:23,15
02.02.2013 16:04:39,12
03.02.2013 06:47:42,6
03.02.2013 11:12:18,3
04.02.2013 09:34:21,7
05.02.2013 07:50:46,18
06.02.2013 05:53:13,1
06.02.2013 16:31:18,13
07.02.2013 05:24:48,3
07.02.2013 08:26:36,16
07.02.2013 19:56:55,8
08.02.2013 02:48:51,15
08.02.2013 22:26:07,7
09.02.2013 04:41:56,15
10.02.2013 04:16:47,15
10.02.2013 17:44:42,11
11.02.2013 12:35:30,5
11.02.2013 17:58:48,9
12.02.2013 03:08:18,4
12.02.2013 23:07:53,5
13.02.2013 12:45:55,8
13.02.2013 14:43:00,18
14.02.2013 02:42:55,12
14.02.2013 21:36:55,12
15.02.2013 03:00:12,1
15.02.2013 10:41:34,6
16.02.2013 08:50:43,17
16.02.2013 21:52:44,1
17.02.2013 04:55:18,8
17.02.2013 20:35:48,17
18.02.2013 06:34:57,14
18.02.2013 06:51:46,17
19.02.2013 04:24:34,13
20.02.2013 00:06:48,11
20.02.2013 05:57:27,19
20.02.2013 08:17:14,14
20.02.2013 20:34:14,10
21.02.2013 10:45:28,8
21.02.2013 23:56:05,14
22.02.2013 03:13:10,5
22.02.2013 07:40:52,17
22.02.2013 17:14:52,16
23.02.2013 00:24:27,19
23.02.2013 07:04:59,11
24.02.2013 05:38:29,16
24.02.2013 10:54:19,1
24.02.2013 12:00:43,15
25.02.2013 11:43:44,8
25.02.2013 12:18:12,6
26.02.2013 06:33:00,15
26.02.2013 10:43:19,15
26.02.2013 16:13:14,9
27.02.2013 13:52:07,17
27.02.2013 16:44:06,3
27.02.2013 17:24:58,14
28.02.2013 01:42:13,18
28.02.2013 14:08:00,9
01.03.2013 10:05:23,19
02.03.2013 03:45:36,4
02.03.2013 06:32:06,13
02.03.2013 23:17:23,7
03.03.2013 02:18:56,11
03.03.2013 21:30:37,8
04.03.2013 08:42:27,19
05.03.2013 03:11:08,1
06.03.2013 01:47:55,6
07.03.2013 00:00:54,16
07.03.2013 17:57:04,15
08.03.2013 06:31:24,19
09.03.2013 00:04:37,4
09.03.2013 17:32:01,11
10.03.2013 06:55:04,11
10.03.2013 12:24:24,1
10.03.2013 23:29:00,8
11.03.2013 02:38:06,9
11.03.2013 07:58:58,2
11.03.2013 21:32:48,1
12.03.2013 21:35:37,19
13.03.2013 08:04:06,3
13.03.2013 17:30:52,20
14.03.2013 05:10:44,1
14.03.2013 19:14:35,14
15.03.2013 02:59:35,14
15.03.2013 04:38:36,17
15.03.2013 16:50:31,2
16.03.2013 05:06:33,11
16.03.2013 22:05:55,3
17.03.2013 01:14:16,11
17.03.2013 21:01:41,9
18.03.2013 07:13:33,1
19.03.2013 00:13:07,4
