01.01.2013 11:34:49,6
01.01.2013 16:29:35,8
01.01.2013 17:53:24,18
02.01.2013 12:05:47,10
03.01.2013 08:19:54,14
03.01.2013 10:11:06,14
04.01.2013 03:52:16,11
04.01.2013 08:56:34,1
04.01.2013 19:50:03,2
05.01.2013 05:27:10,2
05.01.2013 21:30:21,7
06.01.2013 10:44:17,11
06.01.2013 19:20:33,16
07.01.2013 09:41:01,15
08.01.2013 07:02:08,14
08.01.2013 10:23:17,14
08.01.2013 22:45:41,6
09.01.2013 14:51:46,6
10.01.2013 09:38:39,12
10.01.2013 19:41:15,5
11.01.2013 00:49:36,5
11.01.2013 17:09:40,3
12.01.2013 05:08:03,3
12.01.2013 09:56:49,7
13.01.2013 03:53:44,20
14.01.2013 03:25:11,19
14.01.2013 11:21:36,1
15.01.2013 01:10:18,14
15.01.2013 17:25:18,11
16.01.2013 06:34:45,16
16.01.2013 13:00:50,17
17.01.2013 00:02:48,10
17.01.2013 09:18:56,11
17.01.2013 15:20:30,14
17.01.2013 20:07:15,9
18.01.2013 00:17:29,14
18.01.2013 03:38:06,9
18.01.2013 14:53:20,16
19.01.2013 10:02:44,12
20.01.2013 09:57:06,16
20.01.2013 11:27:37,1
20.01.2013 16:03:07,5
20.01.2013 16:46:49,18
21.01.2013 09:22:02,17
21.01.2013 14:18:37,6
21.01.2013 23:17:07,3
22.01.2013 13:32:18,17
22.01.2013 22:05:53,4
23.01.2013 13:52:15,7
24.01.2013 10:24:22,4
25.01.2013 04:54:49,17
25.01.2013 07:38:11,2
25.01.2013 18:58:07,13
25.01.2013 19:54:08,5
26.01.2013 00:46:27,8
26.01.2013 18:46:29,2
27.01.2013 11:10:19,20
28.01.2013 04:11:26,1
28.01.2013 22:06:21,7
29.01.2013 02:56:47,12
29.01.2013 18:53:32,13
30.01.2013 14:53:05,5
31.01.2013 14:26:57,7
31.01.2013 22:12:52,13
31.01.2013 23:33:13,7
01.02.2013 01:25:45,19
01.02.2013 08:42:34,9
01.02.2013 12:55:59,8
01.02.2013 16:03:38,12
02.02.2013 15:30:07,17
03.02.2013 02:32:19,13
03.02.2013 22:04:55,10
04.02.2013 09:04:16,17
04.02.2013 19:49:26,9
05.02.2013 13:49:41,19
06.02.2013 01:33:18,17
06.02.2013 20:49:57,7
07.02.2013 04:26:11,2
07.02.2013 08:01:55,15
08.02.2013 05:46:43,4
09.02.2013 04:07:32,7
10.02.2013 00:20:24,11
10.02.2013 21:51:19,9
11.02.2013 07:58:35,13
11.02.2013 12:02:54,8
11.02.2013 17:05:07,5
12.02.2013 15:08:56,9
13.02.2013 06:23:03,5
13.02.2013 21:21:35,20
13.02.2013 22:21:07,11
14.02.2013 08:58:22,19
15.02.2013 07:29:31,3
16.02.2013 04:31:08,2
16.02.2013 15:47:48,8
17.02.2013 02:07:06,5
17.02.2013 12:52:01,11
17.02.2013 15:15:33,16
17.02.2013 21:58:33,4
18.02.2013 01:20:54,19
18.02.2013 21:05:45,11
19.02.2013 20:36:55,13
20.02.2013 13:47:55,8
21.02.2013 11:46:17,9
21.02.2013 23:03:20,5
22.02.2013 08:53:04,14
22.02.2013 10:11:42,7
22.02.2013 18:33:43,1
23.02.2013 07:16:30,16
24.02.2013 03:42:36,11
24.02.2013 18:23:06,10
25.02.2013 14:44:23,19
25.02.2013 19:39:43,4
26.02.2013 07:16:42,3
26.02.2013 09:43:32,3
26.02.2013 21:54:53,17
27.02.2013 07:23:59,20
27.02.2013 18:18:20,13
28.02.2013 16:09:07,16
01.03.2013 06:45:10,10
02.03.2013 06:37:30,9
02.03.2013 11:40:18,4
03.03.2013 00:08:30,20
03.03.2013 23:26:34,18
04.03.2013 13:11:52,5
05.03.2013 08:43:23,14
05.03.2013 23:03:22,1
06.03.2013 12:38:06,20
07.03.2013 00:10:02,10
07.03.2013 23:03:14,4
08.03.2013 05:09:33,20
09.03.2013 04:53:05,16
09.03.2013 05:38:29,4
10.03.2013 01:18:58,19
10.03.2013 06:30:49,7
10.03.2013 09:15:06,17
11.03.2013 03:24:49,12
11.03.2013 20:44:37,15
12.03.2013 17:42:43,10
13.03.2013 10:17:52,11
14.03.2013 06:22:23,13
14.03.2013 22:30:22,20
15.03.2013 09:48:32,11
15.03.2013 10:04:55,4
15.03.2013 14:42:23,19
15.03.2013 22:58:45,12
16.03.2013 08:33:43,20
17.03.2013 04:19:57,12
18.03.2013 01:11:30,2
18.03.2013 16:51:13,17
19.03.2013 13:17:19,3
19.03.2013 16:53:28,2
19.03.2013 23:44:11,12
20.03.2013 14:53:59,17
21.03.2013 03:29:07,1
22.03.2013 00:07:54,6
22.03.2013 12:41:53,3
23.03.2013 08:05:49,9
24.03.2013 01:23:35,4
24.03.2013 11:23:40,9
25.03.2013 08:21:40,14
26.03.2013 06:34:21,18
26.03.2013 06:58:53,15
26.03.2013 16:11:05,14
27.03.2013 14:40:13,8
28.03.2013 00:22:28,18
28.03.2013 12:31:24,5
28.03.2013 17:49:40,11
29.03.2013 03:17:46,7
29.03.2013 19:13:17,19
30.03.2013 01:12:49,9
30.03.2013 22:35:29,8
31.03.2013 15:06:33,3
31.03.2013 20:22:12,1
01.04.2013 05:52:42,4
01.04.2013 06:58:49,13
01.04.2013 09:26:42,11
01.04.2013 16:35:02,18
