2014-02-24 20:04:19 +0400;1
2014-02-26 13:57:33 +0400;1
2014-03-01 13:59:52 +0400;1
2014-03-03 11:50:21 +0400;1
2014-03-03 13:43:51 +0400;1
2014-03-03 18:11:43 +0400;1
2014-03-04 00:18:58 +0400;1
2014-03-04 12:59:40 +0400;1
2014-03-04 18:09:25 +0400;1
2014-03-05 11:24:51 +0400;1
2014-03-05 11:42:49 +0400;1
2014-03-05 15:37:28 +0400;1
2014-03-05 18:46:07 +0400;1
2014-03-06 12:02:28 +0400;2
2014-03-06 15:46:51 +0400;2
2014-03-06 17:12:10 +0400;1
2014-03-07 16:01:58 +0400;1
2014-03-07 18:26:37 +0400;1
2014-03-08 19:20:33 +0400;1
2014-03-09 17:59:46 +0400;1
2014-03-10 00:20:04 +0400;1
2014-03-10 17:30:41 +0400;1
2014-03-12 17:27:30 +0400;1
2014-03-13 11:27:47 +0400;1
2014-03-13 15:11:39 +0400;1
2014-03-14 18:33:22 +0400;3
2014-03-15 16:15:11 +0400;1
2014-03-17 00:41:55 +0400;1
2014-03-17 14:52:43 +0400;1
2014-03-21 13:51:05 +0400;1
2014-03-21 15:28:25 +0400;1
2014-03-21 16:31:12 +0400;1
2014-03-22 15:39:58 +0400;1
2014-03-23 18:52:26 +0400;1
2014-03-26 22:00:11 +0400;1
2014-03-28 15:55:08 +0400;1
2014-03-31 14:03:00 +0400;1
2014-04-04 17:29:59 +0400;1
2014-04-06 17:21:58 +0400;1
2014-04-15 17:16:01 +0400;1
2014-04-16 20:07:55 +0400;1
2014-04-20 23:13:44 +0400;1
2014-04-23 12:49:21 +0400;1
2014-04-25 15:54:54 +0400;1
2014-04-25 15:54:56 +0400;1
2014-04-26 09:33:24 +0400;1
2014-04-27 18:30:54 +0400;1
2014-04-29 15:30:56 +0400;1
2014-04-29 16:34:35 +0400;1
2014-05-02 17:17:07 +0400;1
2014-05-03 17:29:00 +0400;1
2014-05-04 16:11:17 +0400;1
2014-05-07 16:23:59 +0400;1
2014-05-08 19:53:11 +0400;1
2014-05-08 19:53:13 +0400;1
2014-05-14 11:34:17 +0400;1
2014-05-15 11:12:20 +0400;1
2014-05-17 17:01:17 +0400;1
2014-05-21 12:20:23 +0400;1
2014-05-21 12:38:01 +0400;1
2014-05-21 12:38:03 +0400;1
2014-05-21 12:38:05 +0400;1
2014-05-22 21:50:49 +0400;1
2014-05-26 19:18:11 +0400;1
2014-05-28 17:23:28 +0400;1
2014-06-02 13:26:25 +0400;1
2014-06-03 00:18:13 +0400;1
2014-06-10 12:47:13 +0400;2
2014-06-10 13:26:40 +0400;2
2014-06-14 15:22:09 +0400;1
2014-06-16 15:45:23 +0400;1
2014-06-16 18:34:22 +0400;1
2014-06-16 19:52:08 +0400;1
2014-06-17 16:10:10 +0400;1
2014-06-17 18:07:54 +0400;1
2014-06-18 17:57:55 +0400;1
2014-06-19 01:51:41 +0400;1
2014-06-19 08:58:40 +0400;1
2014-06-19 10:02:34 +0400;1
2014-06-19 15:25:30 +0400;1
2014-06-19 16:12:45 +0400;1
2014-06-19 20:54:28 +0400;1
2014-06-21 14:15:51 +0400;1
2014-06-21 15:06:36 +0400;1
2014-06-22 23:15:07 +0400;1
2014-06-23 17:07:50 +0400;1
2014-06-23 17:26:19 +0400;1
2014-06-24 17:19:47 +0400;1
2014-06-26 10:41:18 +0400;2
2014-06-26 18:52:10 +0400;1
2014-06-27 11:04:21 +0400;1
2014-06-27 18:45:35 +0400;1
2014-06-28 22:30:03 +0400;2
2014-06-30 15:02:41 +0400;1
2014-06-30 15:29:55 +0400;1
2014-06-30 18:06:53 +0400;1
2014-07-01 14:59:21 +0400;1
2014-07-04 13:27:09 +0400;1
2014-07-06 12:26:47 +0400;1
2014-07-06 18:37:11 +0400;2
2014-07-06 19:45:53 +0400;1
2014-07-06 21:52:14 +0400;1
2014-07-06 23:19:25 +0400;1
2014-07-07 17:55:46 +0400;1
2014-07-09 19:38:37 +0400;1
2014-07-10 22:48:18 +0400;1
2014-07-11 01:04:09 +0400;1
2014-07-12 14:51:50 +0400;1
2014-07-12 17:32:34 +0400;1
2014-07-13 20:40:08 +0400;1
2014-07-15 14:21:16 +0400;1
2014-07-15 14:25:34 +0400;1
2014-07-16 14:06:22 +0400;1
2014-07-17 14:40:18 +0400;1
2014-07-17 20:06:52 +0400;1
2014-07-18 13:46:24 +0400;1
2014-07-18 14:28:45 +0400;1
2014-07-18 19:34:05 +0400;1
2014-07-18 19:37:36 +0400;1
2014-07-19 13:55:33 +0400;1
2014-07-19 14:42:10 +0400;1
2014-07-20 21:37:18 +0400;1
2014-07-21 15:50:02 +0400;1
2014-07-21 18:15:29 +0400;1
2014-07-22 12:31:38 +0400;2
2014-07-22 13:10:07 +0400;1
2014-07-22 18:07:32 +0400;1
2014-07-25 18:46:57 +0400;1
2014-07-26 11:59:47 +0400;1
2014-07-27 13:43:53 +0400;2
2014-07-27 18:21:41 +0400;3
2014-07-28 07:56:35 +0400;1
2014-07-29 19:08:47 +0400;1
2014-07-30 13:20:03 +0400;1
2014-07-30 20:21:42 +0400;1
2014-07-31 12:59:29 +0400;1
2014-08-01 14:23:53 +0400;3
2014-08-01 18:53:22 +0400;2
2014-08-01 20:47:15 +0400;1
2014-08-04 10:01:27 +0400;1
2014-08-04 11:16:42 +0400;1
2014-08-05 08:42:01 +0400;1
2014-08-05 14:02:10 +0400;2
2014-08-08 13:03:15 +0400;1
2014-08-09 17:13:49 +0400;1
2014-08-11 13:30:43 +0400;1
2014-08-12 17:18:43 +0400;1
2014-08-13 00:18:38 +0400;1
2014-08-13 08:56:01 +0400;2
2014-08-13 14:48:39 +0400;1
2014-08-14 12:15:08 +0400;1
2014-08-14 16:33:19 +0400;1
2014-08-14 19:06:54 +0400;1
2014-08-14 19:36:43 +0400;1
2014-08-15 15:33:23 +0400;1
2014-08-17 16:17:11 +0400;1
2014-08-18 17:30:41 +0400;2
2014-08-18 18:50:04 +0400;1
2014-08-18 20:58:59 +0400;1
2014-08-19 10:40:04 +0400;1
2014-08-19 12:12:49 +0400;1
2014-08-22 13:29:32 +0400;1
2014-08-23 15:33:57 +0400;1
2014-08-24 15:19:08 +0400;1
2014-08-25 17:29:00 +0400;1
2014-08-26 11:02:31 +0400;1
2014-08-26 18:37:38 +0400;1
2014-08-26 20:48:57 +0400;1
2014-08-27 18:53:13 +0400;1
2014-08-28 00:27:12 +0400;1
2014-08-29 13:14:55 +0400;1
2014-08-29 16:45:48 +0400;1
2014-08-30 20:08:40 +0400;2
2014-08-31 18:44:08 +0400;1
2014-09-02 20:39:16 +0400;1
2014-09-03 15:55:24 +0400;1
2014-09-04 19:10:22 +0400;1
2014-09-04 19:34:39 +0400;1
2014-09-05 12:55:01 +0400;1
2014-09-05 12:55:50 +0400;1
2014-09-05 12:58:29 +0400;1
2014-09-05 16:50:28 +0400;1
2014-09-06 21:23:10 +0400;1
2014-09-08 12:16:13 +0400;2
2014-09-10 17:09:04 +0400;1
2014-09-10 23:15:27 +0400;1
2014-09-12 15:11:22 +0400;1
2014-09-13 18:34:27 +0400;1
2014-09-13 21:29:21 +0400;1
2014-09-14 01:40:34 +0400;1
2014-09-14 14:02:37 +0400;1
2014-09-14 16:38:50 +0400;1
2014-09-14 16:41:26 +0400;1
2014-09-15 13:25:47 +0400;1
2014-09-15 15:04:14 +0400;1
2014-09-16 13:25:55 +0400;1
2014-09-16 16:19:13 +0400;1
2014-09-16 22:09:57 +0400;1
2014-09-19 19:22:15 +0400;1
2014-09-20 15:45:20 +0400;1
2014-09-22 12:44:49 +0400;1
2014-09-22 13:41:47 +0400;2
2014-09-23 22:29:37 +0400;1
2014-09-26 09:41:37 +0400;1
2014-09-26 23:12:17 +0400;1
2014-09-27 18:28:47 +0400;1
2014-09-28 12:16:00 +0400;1
2014-09-28 17:45:11 +0400;1
2014-09-28 19:57:18 +0400;1
2014-09-29 18:46:03 +0400;1
2014-09-30 14:25:51 +0400;1
2014-10-01 12:58:49 +0400;2
2014-10-01 13:15:50 +0400;1
2014-10-01 13:38:45 +0400;1
2014-10-01 17:18:45 +0400;1
2014-10-01 18:34:23 +0400;1
2014-10-02 17:22:24 +0400;1
2014-10-03 17:57:22 +0400;1
2014-10-03 18:01:43 +0400;1
2014-10-03 18:01:55 +0400;1
2014-10-04 13:11:59 +0400;1
2014-10-04 14:38:12 +0400;1
2014-10-04 19:06:57 +0400;1
2014-10-05 12:50:12 +0400;1
2014-10-06 15:46:44 +0400;1
2014-10-06 22:36:28 +0400;1
2014-10-09 16:33:25 +0400;1
2014-10-10 19:54:40 +0400;1
2014-10-12 15:00:21 +0400;1
2014-10-14 08:27:18 +0400;1
2014-10-16 23:17:05 +0400;1
2014-10-17 10:46:45 +0400;1
2014-10-17 17:47:21 +0400;1
2014-10-17 18:31:48 +0400;1
2014-10-18 02:19:15 +0400;1
2014-10-18 16:49:29 +0400;1
2014-10-19 18:39:17 +0400;2
2014-10-19 19:18:35 +0400;1
2014-10-19 19:27:25 +0400;1
2014-10-20 14:39:56 +0400;1
2014-10-21 23:16:12 +0400;1
2014-10-23 14:23:07 +0400;1
2014-10-24 18:58:15 +0400;1
2014-10-24 19:31:11 +0400;1
2014-10-25 16:03:43 +0400;1
2014-10-25 16:11:52 +0400;1
2014-10-25 16:22:36 +0400;1
2014-10-25 18:53:46 +0400;1
2014-10-25 18:58:06 +0400;1
2014-10-25 18:58:06 +0400;1
2014-10-26 11:47:56 +0300;1
2014-10-26 11:48:06 +0300;1
2014-10-26 12:44:26 +0300;1
2014-10-27 15:09:11 +0300;1
2014-10-27 15:34:03 +0300;1
2014-10-27 19:38:55 +0300;1
2014-10-27 20:02:44 +0300;1
2014-10-28 13:30:22 +0300;1
2014-10-28 17:35:32 +0300;1
2014-10-28 17:56:41 +0300;1
2014-10-29 11:26:17 +0300;1
2014-10-30 16:38:44 +0300;1
2014-10-30 17:13:07 +0300;1
2014-10-30 19:04:10 +0300;1
2014-10-31 21:54:34 +0300;1
2014-10-31 21:59:40 +0300;1
2014-11-01 16:35:28 +0300;1
2014-11-01 18:32:24 +0300;1
2014-11-01 18:33:19 +0300;1
2014-11-02 13:28:55 +0300;1
2014-11-02 15:18:29 +0300;1
2014-11-03 15:47:18 +0300;1
2014-11-04 02:30:41 +0300;1
